"Host","Time of examination","Time of cull","Estimated oldest lesion age"
"S3","9.1161081696461","11.1161081696461","2.070259176329416"
"S4","14.656858443941944","16.656858443941942","1.4473426622980838"
"S8","31.728756903623847","33.72875690362385","3.401870077741506"
"S7","23.771133898827056","25.771133898827056","3.3459834379750912"
"S9","30.0853835015625","32.085383501562504","2.709348988532552"
"S6","19.740981420788806","21.740981420788806","1.7960014207775252"
"S11","27.006256711341862","29.006256711341862","0.47406213416696613"
"S10","25.259819788030626","27.259819788030626","2.2256430717690185"
"S5","17.767303170569658","19.767303170569658","2.032351816521767"
"S13","29.461643487130015","31.461643487130015","1.5747241748210576"
"S12","20.09014768794915","22.09014768794915","2.9809226466821745"
"S15","30.823407289224825","32.823407289224825","2.1894671421452534"
"S16","39.76203557202978","41.76203557202978","7.200914660044631"
"S14","30.203291952763863","32.20329195276386","9.073351987297283"
"S17","26.297007132939804","28.297007132939804","3.2710301044873527"
"S18","30.01474938250454","32.01474938250454","1.0738385514008664"
"S2","17.87608463410097","19.87608463410097","12.523211404383902"
"S19","10.35053760742499","12.35053760742499","3.0005588947381816"
"S22","19.302640994583946","21.302640994583946","5.835271027449609"
"S26","44.53140704707408","46.53140704707408","4.07209245510228"
"S27","46.933693214126016","48.933693214126016","3.3416290740019705"
"S28","49.053578470347205","51.053578470347205","2.603150587200748"
"S29","54.74903229569674","56.74903229569674","1.6886937274535019"
"S25","46.11644463736931","48.11644463736931","10.139362277589607"
"S31","41.07628859773201","43.07628859773201","6.625232054072757"
"S32","52.76050131675153","54.76050131675153","4.868776933197537"
"S30","32.31423993676382","34.31423993676382","2.035135255903041"
"S24","31.86496076459332","33.86496076459332","8.814522505471178"
"S35","38.659671518022606","40.659671518022606","3.629813030902589"
"S36","43.837364460614566","45.837364460614566","4.75116668793125"
"S34","33.50959808045822","35.50959808045822","5.669428291920403"
"S39","36.637618032552126","38.637618032552126","2.2905661044088115"
"S40","40.265926840700715","42.265926840700715","3.243256108506694"
"S41","47.631832946487506","49.631832946487506","10.562194072295352"
"S42","40.337490509488894","42.337490509488894","1.4833016236570984"
"S38","36.150963242649084","38.150963242649084","5.5629469553103625"
"S44","48.675123962934904","50.675123962934904","6.475025809433897"
"S43","40.09825089824977","42.09825089824977","2.8379154567741836"
"S45","39.07223641331415","41.07223641331415","7.22271982374921"
"S37","31.747227288368137","33.74722728836814","6.396536382520564"
"S33","26.18098329294836","28.18098329294836","3.3956408005538545"
"S47","37.937218349325384","39.937218349325384","1.43672710088037"
"S48","37.78264458586116","39.78264458586116","2.0131058285279524"
"S46","32.547822768411","34.547822768411","2.391289900670774"
"S49","28.1644228742964","30.1644228742964","3.007110010234674"
"S23","23.611628115777727","25.611628115777727","5.798818939672414"
"S21","19.00951481234719","21.00951481234719","8.029702332983128"
"S50","26.545018703503338","28.545018703503338","0.8484509808706676"
"S51","16.368846574103255","18.368846574103255","2.108354674752595"
"S52","18.553003031253237","20.553003031253237","1.5200758192720263"
"S20","12.961946642229398","14.961946642229398","5.388618765197897"
"S1","5.144320624756875","7.144320624756875","3.7390969828583196"
