"Host","Time of examination","Time of cull","Estimated oldest lesion age"
"S2","14.042198790811561","16.04219879081156","5.9551390771367565"
"S8","42.23763470791551","44.23763470791551","0.6364734258150495"
"S9","48.471409637335135","50.471409637335135","2.1141469701508995"
"S7","42.75086647682218","44.75086647682218","2.523884204335649"
"S10","37.97166257372576","39.97166257372576","2.733448786638426"
"S6","28.396776124828982","30.396776124828982","3.708211955220188"
"S11","29.566554917702163","31.566554917702163","4.329304082042102"
"S5","30.87274537017384","32.87274537017384","11.60031673164737"
"S4","18.595702690192166","20.595702690192166","1.3091522762368504"
"S14","63.9514406367124","65.95144063671239","2.8033721503871707"
"S15","70.41233113331197","72.41233113331197","2.25680955009576"
"S13","59.81973837917894","61.81973837917894","1.369037206905549"
"S12","27.07954592504163","29.07954592504163","1.7124127823817024"
"S18","47.13432409365529","49.13432409365529","5.57051634006525"
"S19","47.64167527849013","49.64167527849013","7.3369265935359245"
"S17","40.17746999645081","42.17746999645081","2.317832839348029"
"S16","25.988979897831342","27.988979897831342","7.576624568630674"
"S24","39.96334060394368","41.96334060394368","0.875812255645008"
"S23","36.064324228769834","38.064324228769834","2.1128122859804614"
"S22","31.270183574548657","33.27018357454865","2.8760915602540598"
"S21","25.485643482337764","27.485643482337764","2.6884456713622686"
"S26","36.49629218650872","38.49629218650872","1.3252891701266072"
"S28","50.220411322983715","52.220411322983715","7.419504846539853"
"S29","56.84215528330671","58.84215528330671","2.980087347639788"
"S30","46.396569363724325","48.396569363724325","0.40087935515483586"
"S31","58.01702544196881","60.01702544196881","1.4476780309941433"
"S32","54.098952134627574","56.098952134627574","2.4433567645848484"
"S33","52.37065836836236","54.37065836836236","5.108696331540748"
"S34","61.5012953585714","63.5012953585714","7.647555224009906"
"S35","72.63997945822354","74.63997945822354","13.157467481497827"
"S27","51.84850249341048","53.84850249341048","12.77746897073342"
"S25","28.57559409906161","30.57559409906161","4.903791896785403"
"S38","46.24716564228321","48.24716564228321","5.757167441000509"
"S37","40.21102583265973","42.21102583265973","6.203769703222835"
"S39","38.96155964898351","40.96155964898351","3.8432004211756765"
"S40","44.86493465955161","46.86493465955161","7.293802963692743"
"S41","41.42986865466566","43.42986865466566","3.2270798373545935"
"S42","74.98426986900232","76.98426986900232","11.424781495954866"
"S36","40.87630765288386","42.87630765288386","14.314568342642565"
"S20","29.946816624073257","31.946816624073257","10.296311857702994"
"S43","26.723605591592232","28.723605591592232","1.9308360156938331"
"S44","25.93211968472695","27.93211968472695","0.3660406120283061"
"S3","19.940142887108607","21.940142887108607","10.093540708467357"
"S1","5.26628257797846","7.26628257797846","2.234371236866815"
