"Host","Time of examination","Time of cull","Estimated oldest lesion age"
"S5","28.96197000393031","30.96197000393031","1.4202705587565163"
"S4","17.935068064404934","19.935068064404934","1.4026690992461095"
"S6","27.52867781966855","29.52867781966855","4.401031595402999"
"S10","40.24266994001809","42.24266994001809","4.078545425715981"
"S11","48.86124484175844","50.86124484175844","8.628396978830452"
"S12","45.7511174616245","47.7511174616245","3.8487594015984077"
"S9","33.70420670077565","35.70420670077565","3.0475099140473745"
"S13","34.21103606973305","36.21103606973305","1.7060601290485873"
"S14","35.91099983485091","37.91099983485091","1.9328052968230625"
"S15","39.72417218314042","41.72417218314042","3.012202411165201"
"S16","46.92528801327769","48.92528801327769","5.7983591319234495"
"S17","41.103447509052714","43.103447509052714","3.7115074360671265"
"S18","45.37363563453454","47.37363563453454","5.525639266774447"
"S19","38.990509238205824","40.990509238205824","2.686575832106287"
"S8","33.89755395682525","35.89755395682525","4.1026527759952955"
"S7","26.92669266892345","28.92669266892345","5.755632710783625"
"S22","46.80580398351236","48.80580398351236","3.443010127222485"
"S21","37.97664924994971","39.97664924994971","9.218542538463204"
"S23","39.127435076656965","41.127435076656965","1.2755393588146313"
"S25","48.895087691084555","50.895087691084555","5.4736400020297244"
"S26","56.797506186229676","58.797506186229676","3.383402736456621"
"S27","63.54432259736428","65.54432259736427","1.331336466753606"
"S28","53.204368467155405","55.204368467155405","3.4635429683483"
"S24","48.45013794953564","50.45013794953564","7.137835999453871"
"S31","57.85777246316621","59.85777246316621","12.651862722513126"
"S32","54.78776093712457","56.78776093712457","1.6787317180113994"
"S33","49.45574411690066","51.45574411690066","3.629187689750411"
"S34","52.09319657773429","54.09319657773429","3.6845703463453807"
"S30","43.80326815362672","45.80326815362672","6.642016146017413"
"S35","36.18376155355342","38.18376155355342","2.9324409568133407"
"S36","48.291218339756156","50.291218339756156","4.138784452082581"
"S29","31.3084619895455","33.3084619895455","2.574276184808442"
"S38","37.65985306697078","39.65985306697078","3.1718200829431082"
"S39","37.02044711400549","39.02044711400549","1.553316781611615"
"S40","45.07942732606037","47.07942732606037","4.7507958407788"
"S37","35.74459749883218","37.74459749883218","4.279044062287438"
"S41","44.564006048919666","46.564006048919666","1.1900287002247887"
"S42","40.268537622080885","42.268537622080885","3.3144720147990667"
"S43","42.346926097958814","44.346926097958814","2.7430906837970843"
"S20","37.957804402807795","39.957804402807795","13.130628399898299"
"S44","23.644758813289013","25.644758813289013","1.09615143051432"
"S45","29.183850888659528","31.183850888659528","0.3495594958653755"
"S3","22.062061823773927","24.062061823773927","12.761486517646336"
"S46","18.702618719539508","20.702618719539508","4.642454202135655"
"S47","20.28122294625618","22.28122294625618","4.744129516082562"
"S2","12.801209103806004","14.801209103806004","4.112885434721938"
"S48","19.492950158312688","21.492950158312688","3.47869020223306"
"S53","47.344363211247114","49.344363211247114","3.765553477334644"
"S54","42.618009532598066","44.618009532598066","2.196448567853576"
"S52","43.79511850576118","45.79511850576118","7.7093097097357"
"S51","27.07981763038948","29.07981763038948","0.94001992578245"
"S50","26.753043354896768","28.753043354896768","6.713109201439748"
"S58","38.6597334133542","40.6597334133542","1.4756302937285006"
"S57","35.81127070798896","37.81127070798896","5.6774761425341325"
"S56","27.991974394588993","29.991974394588993","2.5547594411270174"
"S55","24.704529695233802","26.704529695233802","0.5486079585332555"
"S49","19.121474362860184","21.121474362860184","3.055950534605662"
"S60","28.617716700796578","30.617716700796578","4.128502747227728"
"S59","19.02136723532381","21.02136723532381","3.9399581557214747"
"S1","9.779292136622239","11.779292136622239","6.1877650374988"
