"Host","Time of examination","Time of cull","Estimated oldest lesion age"
"S6","56.26857509029412","58.26857509029412","11.125263973245998"
"S7","64.8197349610798","66.8197349610798","6.877906874969761"
"S8","53.66992245920759","55.66992245920759","4.2263642530691525"
"S5","49.86055803581864","51.86055803581864","9.328811278672068"
"S4","34.879729630079325","36.879729630079325","8.05412518543776"
"S10","39.15142734029544","41.15142734029544","1.1371884983157547"
"S11","38.86300065163303","40.86300065163303","1.6904449198141118"
"S9","35.02184471735093","37.02184471735093","4.079974667012108"
"S14","53.28654294795413","55.28654294795413","5.2649248916572144"
"S15","50.996930524806814","52.996930524806814","2.0089366551356846"
"S16","57.820761609739066","59.820761609739066","8.674243526431132"
"S13","45.65724481504971","47.65724481504971","6.335202564202202"
"S12","27.698467444670218","29.698467444670218","2.9856523463423494"
"S3","23.92899795503865","25.92899795503865","4.58585838562773"
"S20","30.748014988422568","32.74801498842257","4.89950624602724"
"S19","25.587670021486936","27.587670021486936","2.3190842866618593"
"S22","59.67701653742721","61.67701653742721","3.2609193215455834"
"S23","57.482971052927574","59.482971052927574","2.021101457373333"
"S24","61.58883290946974","63.58883290946974","5.599376300620189"
"S25","58.28647769016115","60.28647769016115","2.2213464684863253"
"S26","55.011302870819236","57.011302870819236","0.2721420856440044"
"S27","60.23671392083237","62.23671392083237","5.935306200666192"
"S28","62.56673877555967","64.56673877555967","1.5219982998073955"
"S29","71.90527045799789","73.90527045799789","10.750879059162058"
"S21","58.40780697494593","60.40780697494593","10.241875552830933"
"S31","38.3822111151903","40.3822111151903","5.755908242471926"
"S30","30.674142115030882","32.67414211503088","4.7512441289233145"
"S35","37.11975241998333","39.11975241998333","4.193676431280065"
"S36","44.30527796942438","46.30527796942438","7.256497147923007"
"S37","46.26930721929888","48.26930721929888","8.655888023429124"
"S38","43.14123876192244","45.14123876192244","5.248427135516124"
"S39","47.22376325948909","49.22376325948909","9.255673308439379"
"S34","37.20203832821001","39.20203832821001","5.598907725860737"
"S33","30.577685489622002","32.577685489622","3.379359440003592"
"S32","29.384838079397877","31.384838079397877","3.515489414878049"
"S18","26.37313229601967","28.37313229601967","5.846554664946952"
"S17","18.73760591765436","20.73760591765436","2.035959870726347"
"S2","16.217212495430182","18.217212495430182","1.9520139510295835"
"S42","37.68207625862397","39.68207625862397","4.233500872097224"
"S41","33.072110099127634","35.072110099127634","4.349419976714885"
"S40","24.914863511096954","26.914863511096954","3.079804024966788"
"S1","13.906658976678507","15.906658976678507","8.231850239773914"
