"Host","Time of examination","Time of cull","Estimated oldest lesion age"
"S5","28.74064392412544","30.74064392412544","3.9945827580331246"
"S4","23.22018560185301","25.22018560185301","0.8694081536078401"
"S8","49.71014716331941","51.71014716331941","1.54749988136369"
"S9","63.4020021460671","65.4020021460671","3.9056617240921465"
"S7","51.04615838566633","53.04615838566633","11.13575454835924"
"S10","40.59163183294795","42.59163183294795","4.0943262070324264"
"S11","35.24223888363167","37.24223888363167","0.9274634364872851"
"S12","40.53190264068228","42.53190264068228","2.1377638101051066"
"S13","48.83031238312256","50.83031238312256","7.775532120952901"
"S14","42.44402647420237","44.44402647420237","1.6864906111070392"
"S15","41.53866232974724","43.53866232974724","1.2366774072118647"
"S6","38.759828890652564","40.759828890652564","11.63693799366319"
"S16","27.825716083870134","29.825716083870134","0.7795357125819093"
"S3","25.292925462681126","27.292925462681126","7.0859168551100415"
"S17","18.344645188679117","20.344645188679117","1.3757761022904078"
"S19","42.7109649207456","44.7109649207456","1.9771875223982516"
"S18","29.5209120990014","31.5209120990014","1.851385091720372"
"S2","20.0893563886856","22.0893563886856","6.892784765745321"
"S22","27.959470965226267","29.959470965226267","0.5553514169674529"
"S24","38.92343418533138","40.92343418533138","1.8985847737355976"
"S23","34.51110210536583","36.51110210536583","2.5529493142352533"
"S21","29.742192142934726","31.742192142934726","5.815251773525027"
"S20","9.118393037314101","11.118393037314101","1.2008152346018246"
"S25","26.60379683389826","28.60379683389826","6.653669094369167"
"S26","19.333968667875318","21.333968667875318","2.6992075248295775"
"S28","22.41148224868156","24.41148224868156","1.104560673305849"
"S31","46.291567357023155","48.291567357023155","6.9791973449490605"
"S30","35.55827420993852","37.55827420993852","3.4508708820926475"
"S34","37.53614437355279","39.53614437355279","3.2010813889348824"
"S35","42.62520263510895","44.62520263510895","2.2344339992546947"
"S36","43.284093255510285","45.284093255510285","1.7191743699253852"
"S37","46.72674794090337","48.72674794090337","3.96984880997254"
"S33","41.34556721802621","43.34556721802621","9.564066296583183"
"S38","38.55043686327224","40.55043686327224","3.498579435292825"
"S32","33.09137900679054","35.09137900679054","7.1978075447973096"
"S29","28.949926328523578","30.949926328523578","5.565232467508197"
"S27","21.872129943814066","23.872129943814066","3.3990817161343654"
"S42","42.68740366197341","44.68740366197341","3.5080225689958846"
"S43","48.50769443697143","50.50769443697143","3.5844191444084217"
"S41","43.35510094883923","45.35510094883923","14.335934973823521"
"S45","40.05612395138961","42.05612395138961","3.260894316742101"
"S46","50.95781933272508","52.95781933272508","4.455873995563301"
"S47","42.326736044131394","44.326736044131394","2.359212456229566"
"S44","39.962601962944504","41.962601962944504","6.241778980620843"
"S49","41.56646794080843","43.56646794080843","3.4169499109329124"
"S50","48.756825723077775","50.756825723077775","5.038321372935938"
"S51","41.65695122647985","43.65695122647985","2.316575302010455"
"S48","39.35241396402257","41.35241396402257","4.997026997276953"
"S40","29.396322856339076","31.396322856339076","9.114140374391171"
"S52","26.87639610083987","28.87639610083987","2.1793313315048697"
"S39","22.214726371536713","24.214726371536713","5.5306066282839685"
"S1","14.112920190224289","16.112920190224287","8.937363946719868"
